state_name,state_fips,state_abbrev,county_name,county_fips,year,month,total_claims
New Jersey,34,NJ,Sussex,34063,2018,3,"1,695"
New Jersey,34,NJ,Sussex,34064,2018,4,"1,325"
New Jersey,34,NJ,Sussex,34065,2018,5,"1,007"
New Jersey,34,NJ,Sussex,34066,2018,6,944
New Jersey,34,NJ,Sussex,34067,2018,7,"1,306"
New Jersey,34,NJ,Sussex,34068,2018,8,"1,330"
New Jersey,34,NJ,Sussex,34069,2018,9,922
New Jersey,34,NJ,Sussex,34070,2018,10,942
New Jersey,34,NJ,Sussex,34071,2018,11,"1,007"
New Jersey,34,NJ,Sussex,34072,2018,12,"1,187"
New Jersey,34,NJ,Sussex,34073,2019,1,"1,696"
New Jersey,34,NJ,Sussex,34074,2019,2,"1,802"
New Jersey,34,NJ,Sussex,34075,2019,3,"1,679"
New Jersey,34,NJ,Sussex,34076,2019,4,"1,187"
New Jersey,34,NJ,Sussex,34077,2019,5,"1,004"
New Jersey,34,NJ,Sussex,34078,2019,6,972
New Jersey,34,NJ,Sussex,34079,2019,7,"1,320"
New Jersey,34,NJ,Sussex,34080,2019,8,"1,313"
New Jersey,34,NJ,Sussex,34081,2019,9,914
New Jersey,34,NJ,Sussex,34082,2019,10,902
New Jersey,34,NJ,Sussex,34083,2019,11,"1,020"
New Jersey,34,NJ,Sussex,34084,2019,12,"1,321"
New Jersey,34,NJ,Sussex,34085,2020,1,"1,796"
New Jersey,34,NJ,Union,34039,2016,1,"6,349"
New Jersey,34,NJ,Union,34040,2016,2,"6,584"
New Jersey,34,NJ,Union,34041,2016,3,"6,211"
New Jersey,34,NJ,Union,34042,2016,4,"5,171"
New Jersey,34,NJ,Union,34043,2016,5,"4,905"
New Jersey,34,NJ,Union,34044,2016,6,"4,571"
New Jersey,34,NJ,Union,34045,2016,7,"5,636"
New Jersey,34,NJ,Union,34046,2016,8,"5,777"
New Jersey,34,NJ,Union,34047,2016,9,"4,473"
New Jersey,34,NJ,Union,34048,2016,10,"4,456"
New Jersey,34,NJ,Union,34049,2016,11,"4,366"
New Jersey,34,NJ,Union,34050,2016,12,"4,693"
New Jersey,34,NJ,Union,34051,2017,1,"6,064"
New Jersey,34,NJ,Union,34052,2017,2,"6,086"
New Jersey,34,NJ,Union,34053,2017,3,"6,080"
New Jersey,34,NJ,Union,34054,2017,4,"5,309"
New Jersey,34,NJ,Union,34055,2017,5,"4,641"
New Jersey,34,NJ,Union,34056,2017,6,"4,471"
New Jersey,34,NJ,Union,34057,2017,7,"5,796"
New Jersey,34,NJ,Union,34058,2017,8,"5,681"
New Jersey,34,NJ,Union,34059,2017,9,"4,313"
New Jersey,34,NJ,Union,34060,2017,10,"4,212"
New Jersey,34,NJ,Union,34061,2017,11,"4,248"
New Jersey,34,NJ,Union,34062,2017,12,"4,572"
New Jersey,34,NJ,Union,34063,2018,1,"5,989"
New Jersey,34,NJ,Union,34064,2018,2,"5,948"
New Jersey,34,NJ,Union,34065,2018,3,"5,791"
New Jersey,34,NJ,Union,34066,2018,4,"5,087"
New Jersey,34,NJ,Union,34067,2018,5,"4,473"
New Jersey,34,NJ,Union,34068,2018,6,"4,507"
New Jersey,34,NJ,Union,34069,2018,7,"5,813"
New Jersey,34,NJ,Union,34070,2018,8,"5,670"
New Jersey,34,NJ,Union,34071,2018,9,"4,294"
New Jersey,34,NJ,Union,34072,2018,10,"4,037"
New Jersey,34,NJ,Union,34073,2018,11,"3,996"
New Jersey,34,NJ,Union,34074,2018,12,"4,207"
New Jersey,34,NJ,Union,34075,2019,1,"5,524"
New Jersey,34,NJ,Union,34076,2019,2,"5,868"
New Jersey,34,NJ,Union,34077,2019,3,"5,882"
New Jersey,34,NJ,Union,34078,2019,4,"4,697"
New Jersey,34,NJ,Union,34079,2019,5,"4,188"
New Jersey,34,NJ,Union,34080,2019,6,"4,179"
New Jersey,34,NJ,Union,34081,2019,7,"5,451"
New Jersey,34,NJ,Union,34082,2019,8,"5,411"
New Jersey,34,NJ,Union,34083,2019,9,"4,144"
New Jersey,34,NJ,Union,34084,2019,10,"4,057"
New Jersey,34,NJ,Union,34085,2019,11,"4,097"
New Jersey,34,NJ,Union,34086,2019,12,"4,604"
New Jersey,34,NJ,Union,34087,2020,1,"5,953"
New Jersey,34,NJ,Warren,34041,2016,1,"1,336"
New Jersey,34,NJ,Warren,34042,2016,2,"1,407"
New Jersey,34,NJ,Warren,34043,2016,3,"1,320"
New Jersey,34,NJ,Warren,34044,2016,4,980
New Jersey,34,NJ,Warren,34045,2016,5,871
New Jersey,34,NJ,Warren,34046,2016,6,843
New Jersey,34,NJ,Warren,34047,2016,7,"1,033"
New Jersey,34,NJ,Warren,34048,2016,8,"1,066"
New Jersey,34,NJ,Warren,34049,2016,9,726
New Jersey,34,NJ,Warren,34050,2016,10,716
New Jersey,34,NJ,Warren,34051,2016,11,773
New Jersey,34,NJ,Warren,34052,2016,12,961
New Jersey,34,NJ,Warren,34053,2017,1,"1,271"
New Jersey,34,NJ,Warren,34054,2017,2,"1,275"
New Jersey,34,NJ,Warren,34055,2017,3,"1,224"
New Jersey,34,NJ,Warren,34056,2017,4,900
New Jersey,34,NJ,Warren,34057,2017,5,772
New Jersey,34,NJ,Warren,34058,2017,6,697
New Jersey,34,NJ,Warren,34059,2017,7,996
New Jersey,34,NJ,Warren,34060,2017,8,"1,027"
New Jersey,34,NJ,Warren,34061,2017,9,695
New Jersey,34,NJ,Warren,34062,2017,10,723
New Jersey,34,NJ,Warren,34063,2017,11,796
New Jersey,34,NJ,Warren,34064,2017,12,916
New Jersey,34,NJ,Warren,34065,2018,1,"1,290"
New Jersey,34,NJ,Warren,34066,2018,2,"1,210"
New Jersey,34,NJ,Warren,34067,2018,3,"1,159"
New Jersey,34,NJ,Warren,34068,2018,4,947
New Jersey,34,NJ,Warren,34069,2018,5,772
New Jersey,34,NJ,Warren,34070,2018,6,774
New Jersey,34,NJ,Warren,34071,2018,7,"1,040"
New Jersey,34,NJ,Warren,34072,2018,8,"1,063"
New Jersey,34,NJ,Warren,34073,2018,9,674
New Jersey,34,NJ,Warren,34074,2018,10,672
New Jersey,34,NJ,Warren,34075,2018,11,724
New Jersey,34,NJ,Warren,34076,2018,12,815
New Jersey,34,NJ,Warren,34077,2019,1,"1,142"
New Jersey,34,NJ,Warren,34078,2019,2,"1,200"
New Jersey,34,NJ,Warren,34079,2019,3,"1,146"
New Jersey,34,NJ,Warren,34080,2019,4,844
New Jersey,34,NJ,Warren,34081,2019,5,708
New Jersey,34,NJ,Warren,34082,2019,6,766
New Jersey,34,NJ,Warren,34083,2019,7,"1,046"
New Jersey,34,NJ,Warren,34084,2019,8,"1,017"
New Jersey,34,NJ,Warren,34085,2019,9,626
New Jersey,34,NJ,Warren,34086,2019,10,621
New Jersey,34,NJ,Warren,34087,2019,11,716
New Jersey,34,NJ,Warren,34088,2019,12,911
New Jersey,34,NJ,Warren,34089,2020,1,"1,216"
