IDWD Research and Analysis,,,,,,,,,,
,,,,,,,,,,
Unemployment Insurance (UI) Claims,,,,,,,,,,
,,,,,,,,,,
Geography,State Fips,County Fips,Year,Month,Month Code,week,Initial Claims,Pct. Change from Same,,
,,,,,,,,Week Last Year,,
"Rush County, IN",18,139,2020,January,1,3,10,,100.00%,
"Rush County, IN",18,139,2020,January,1,4,,(D),,(D)
"St. Joseph County, IN",18,141,2020,January,1,1,196,,10.10%,
"St. Joseph County, IN",18,141,2020,January,1,2,271,,13.40%,
"St. Joseph County, IN",18,141,2020,January,1,3,223,,53.80%,
"St. Joseph County, IN",18,141,2020,January,1,4,155,,-8.80%,
"Scott County, IN",18,143,2020,January,1,1,,(D),,(D)
"Scott County, IN",18,143,2020,January,1,2,,(D),,(D)
"Scott County, IN",18,143,2020,January,1,3,10,,,
"Scott County, IN",18,143,2020,January,1,4,12,,,
"Shelby County, IN",18,145,2020,January,1,1,22,,-15.40%,
"Shelby County, IN",18,145,2020,January,1,2,16,,-40.70%,
"Shelby County, IN",18,145,2020,January,1,3,,(D),,(D)
"Shelby County, IN",18,145,2020,January,1,4,16,,-30.40%,
"Spencer County, IN",18,147,2020,January,1,1,20,,-16.70%,
"Spencer County, IN",18,147,2020,January,1,2,28,,55.60%,
"Spencer County, IN",18,147,2020,January,1,3,20,,25.00%,
"Spencer County, IN",18,147,2020,January,1,4,17,,6.30%,
"Starke County, IN",18,149,2020,January,1,1,33,,-5.70%,
"Starke County, IN",18,149,2020,January,1,2,28,,-9.70%,
"Starke County, IN",18,149,2020,January,1,3,26,,-3.70%,
"Starke County, IN",18,149,2020,January,1,4,19,,-13.60%,
"Steuben County, IN",18,151,2020,January,1,1,24,,4.30%,
"Steuben County, IN",18,151,2020,January,1,2,21,,23.50%,
"Steuben County, IN",18,151,2020,January,1,3,23,,35.30%,
"Steuben County, IN",18,151,2020,January,1,4,10,,-16.70%,
"Sullivan County, IN",18,153,2020,January,1,1,17,,-5.60%,
"Sullivan County, IN",18,153,2020,January,1,2,18,,-18.20%,
"Sullivan County, IN",18,153,2020,January,1,3,17,,54.50%,
"Sullivan County, IN",18,153,2020,January,1,4,29,,163.60%,
"Switzerland County, IN",18,155,2020,January,1,1,,(D),,(D)
"Switzerland County, IN",18,155,2020,January,1,2,,(D),,(D)
"Switzerland County, IN",18,155,2020,January,1,3,,(D),,(D)
"Switzerland County, IN",18,155,2020,January,1,4,,(D),,(D)
"Tippecanoe County, IN",18,157,2020,January,1,1,61,,5.20%,
"Tippecanoe County, IN",18,157,2020,January,1,2,87,,58.20%,
"Tippecanoe County, IN",18,157,2020,January,1,3,59,,40.50%,
"Tippecanoe County, IN",18,157,2020,January,1,4,46,,17.90%,
"Tipton County, IN",18,159,2020,January,1,1,11,,-42.10%,
"Tipton County, IN",18,159,2020,January,1,2,14,,27.30%,
"Tipton County, IN",18,159,2020,January,1,3,10,,100.00%,
"Tipton County, IN",18,159,2020,January,1,4,,(D),,(D)
"Union County, IN",18,161,2020,January,1,1,,(D),,(D)
"Union County, IN",18,161,2020,January,1,2,,(D),,(D)
"Union County, IN",18,161,2020,January,1,3,,(D),,(D)
"Vanderburgh County, IN",18,163,2020,January,1,1,110,,15.80%,
"Vanderburgh County, IN",18,163,2020,January,1,2,139,,5.30%,
"Vanderburgh County, IN",18,163,2020,January,1,3,98,,-3.90%,
"Vanderburgh County, IN",18,163,2020,January,1,4,85,,-5.60%,
"Vermillion County, IN",18,165,2020,January,1,1,,(D),,(D)
"Vermillion County, IN",18,165,2020,January,1,2,10,,-68.80%,
"Vermillion County, IN",18,165,2020,January,1,3,17,,41.70%,
"Vermillion County, IN",18,165,2020,January,1,4,,(D),,(D)
"Vigo County, IN",18,167,2020,January,1,1,69,,-33.70%,
"Vigo County, IN",18,167,2020,January,1,2,110,,,
"Vigo County, IN",18,167,2020,January,1,3,55,,-11.30%,
"Vigo County, IN",18,167,2020,January,1,4,51,,-37.00%,
"Wabash County, IN",18,169,2020,January,1,1,22,,69.20%,
"Wabash County, IN",18,169,2020,January,1,2,28,,40.00%,
"Wabash County, IN",18,169,2020,January,1,3,12,,-14.30%,
"Wabash County, IN",18,169,2020,January,1,4,11,,-38.90%,
"Warren County, IN",18,171,2020,January,1,1,,(D),,(D)
"Warren County, IN",18,171,2020,January,1,2,,(D),,(D)
"Warren County, IN",18,171,2020,January,1,3,,(D),,(D)
"Warren County, IN",18,171,2020,January,1,4,,(D),,(D)
"Warrick County, IN",18,173,2020,January,1,1,38,,-13.60%,
"Warrick County, IN",18,173,2020,January,1,2,40,,-34.40%,
"Warrick County, IN",18,173,2020,January,1,3,32,,-15.80%,
"Warrick County, IN",18,173,2020,January,1,4,28,,-6.70%,
"Washington County, IN",18,175,2020,January,1,1,24,,-40.00%,
"Washington County, IN",18,175,2020,January,1,2,28,,-22.20%,
"Washington County, IN",18,175,2020,January,1,3,17,,13.30%,
"Washington County, IN",18,175,2020,January,1,4,10,,-54.50%,
"Wayne County, IN",18,177,2020,January,1,1,37,,-21.30%,
"Wayne County, IN",18,177,2020,January,1,2,41,,24.20%,
"Wayne County, IN",18,177,2020,January,1,3,32,,-5.90%,
"Wayne County, IN",18,177,2020,January,1,4,24,,-17.20%,
"Wells County, IN",18,179,2020,January,1,1,22,,15.80%,
"Wells County, IN",18,179,2020,January,1,2,13,,8.30%,
"Wells County, IN",18,179,2020,January,1,3,19,,100.00%,
"Wells County, IN",18,179,2020,January,1,4,,(D),,(D)
"White County, IN",18,181,2020,January,1,1,19,,-29.60%,
"White County, IN",18,181,2020,January,1,2,16,,14.30%,
"White County, IN",18,181,2020,January,1,3,19,,58.30%,
"White County, IN",18,181,2020,January,1,4,13,,-18.80%,
"Whitley County, IN",18,183,2020,January,1,1,15,,-34.80%,
"Whitley County, IN",18,183,2020,January,1,2,18,,-21.70%,
"Whitley County, IN",18,183,2020,January,1,3,23,,9.50%,
"Whitley County, IN",18,183,2020,January,1,4,17,,13.30%,
